Type ouvrage;Code ligne 1;Nom ligne 1;Propriétaire ligne 1;Etat;TENSION;Source donnée;Geo Shape;Nombre circuit;Code ligne 2;Nom ligne 2;Propriétaire ligne 2;Code ligne 3;Nom ligne 3;Propriétaire ligne 3;Code ligne 4;Nom ligne 4;Propriétaire ligne 4;Code ligne 5;Nom ligne 5;Proprietaire ligne 5;geo_point_2d
AERIEN;P.CHAL41ZM.LA;LIAISON 90kV N0 1 MAUREIX - PEYRAT - MONT-LARRON;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;90kV;RTE;"{""coordinates"": [[1.8029846405, 45.8015877721], [1.8019446724, 45.8014524516], [1.7977130704, 45.8020648779], [1.7925512152, 45.8028199316], [1.7885724198, 45.8034081474], [1.7862775794, 45.8038265287], [1.7845080319, 45.804069217], [1.7803626628, 45.8049048218], [1.7751910429, 45.8058475195], [1.770937565, 45.8066604641], [1.7665469251, 45.8075006229], [1.7628843431, 45.8082017297], [1.7583778355, 45.8090626613], [1.7538359814, 45.8099313271], [1.7505609968, 45.8105571206], [1.7466265343, 45.812156166], [1.7421807431, 45.8139620013], [1.7381119219, 45.8156133034], [1.7343403615, 45.8171454042], [1.7298945959, 45.8189568761]], ""type"": ""LineString""}";1;;;;;;;;;;;;;45.80836457940166, 1.765952224906879
AERIEN;NAOUTL31ZB.L5;LIAISON 63kV N0 1AIRE/ADOUR-BORDERES et LAMENSANS-NAOUTOT;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;63kV;RTE;"{""coordinates"": [[-0.391659241, 43.7887695294], [-0.3954356503, 43.7900119414], [-0.4014237818, 43.7915616951], [-0.4068909882, 43.7929591635], [-0.4122367638, 43.7943382156], [-0.4182950499, 43.7958984175], [-0.423486852, 43.7972504414], [-0.429340529, 43.79874977], [-0.4322515503, 43.8009414553], [-0.4353228161, 43.8033127357], [-0.4394327306, 43.806446479], [-0.443232049, 43.8093304307], [-0.4473585145, 43.812497574], [-0.4512451127, 43.8154551343], [-0.4555339206, 43.8167865396], [-0.4595953561, 43.8180574396], [-0.4649694975, 43.8194117738], [-0.4671468307, 43.8228599937], [-0.4697391333, 43.8269092983], [-0.4736600674, 43.8293912055], [-0.4759587405, 43.8326111828], [-0.4779403613, 43.8354007434], [-0.4802307885, 43.838597482], [-0.4837217717, 43.8407441888], [-0.4869277218, 43.8427018432], [-0.4897483852, 43.8444626438], [-0.4918367213, 43.8457227176], [-0.4946398287, 43.8474542651], [-0.497430087, 43.8491564879], [-0.5005467528, 43.8510841733], [-0.5036895588, 43.8530280144], [-0.5065954677, 43.8547993291], [-0.5095824469, 43.8566119848], [-0.5120935445, 43.8573842264], [-0.5148544782, 43.8582284696], [-0.5170739921, 43.8590858897], [-0.5168774588, 43.8593958229]], ""type"": ""LineString""}";2;NAOUTL31ZLUSS;LIAISON 63kV N0 1 MIDOUR-LUSSAGNET-NAOUTOT;MAINTENU PAR ET PROPRIETE RTE;;;;;;;;;;43.82052887752796, -0.4563184683221322
AERIEN;SQUIVL31ZBRI6;LIAISON 63kV N0 1 BRIEC-SQUIVIDAN-ST-COULITZ;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;63kV;RTE;"{""coordinates"": [[-4.0548773671, 48.0170859818], [-4.0549570229, 48.0174948484]], ""type"": ""LineString""}";1;;;;;;;;;;;;;48.0172904151, -4.054917195
AERIEN;GUERIL41SSMON;LIAISON 90kV N0 1 GUERINIERE-ST-JEAN-DE-MONTS;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;90kV;RTE;"{""coordinates"": [[-2.1423343041, 46.8832050584], [-2.1421380603, 46.8815573698], [-2.1419320039, 46.8797757982], [-2.1416730999, 46.8775799733], [-2.1414534673, 46.8756980054], [-2.1398909298, 46.8743064999], [-2.138503659, 46.8730306771], [-2.1373155926, 46.8716686574], [-2.1361111966, 46.8702991561], [-2.1349133829, 46.8689480395], [-2.1337301903, 46.867607696], [-2.1335668911, 46.8659731321], [-2.1334186965, 46.864358975], [-2.1332495304, 46.8626883245], [-2.1330583126, 46.861049443], [-2.1329220022, 46.859389764], [-2.1327511734, 46.8577271974], [-2.1303479189, 46.8578516582], [-2.127913745, 46.85798196], [-2.1254442202, 46.8581137679], [-2.12300028, 46.8582389387], [-2.1205222237, 46.8583646646], [-2.1180179063, 46.8584906378], [-2.1151315852, 46.8589727545], [-2.1131750765, 46.8573662866], [-2.1106020958, 46.8552620051], [-2.1081092406, 46.8532236759], [-2.1055221808, 46.851104612], [-2.1030853386, 46.8491132129], [-2.1003422125, 46.8468962941], [-2.0974391646, 46.8445159362], [-2.0945713273, 46.842170915], [-2.091995002, 46.8400573931], [-2.0889211625, 46.8375581144], [-2.0860819196, 46.835230634], [-2.0831604251, 46.8328353527], [-2.0801876934, 46.8304108067], [-2.0775546246, 46.8277491645], [-2.0750828091, 46.8252499339], [-2.072583611, 46.8227356741], [-2.0718154538, 46.8198815345], [-2.0701887014, 46.8177951369], [-2.0682386375, 46.815342268], [-2.0664495177, 46.8130771778], [-2.0642247789, 46.8102971921], [-2.0619641429, 46.80742664], [-2.0598432465, 46.8047555846], [-2.0576363378, 46.8019620116], [-2.0556930174, 46.799513213], [-2.0539787398, 46.7973484439], [-2.0526038056, 46.7954113936]], ""type"": ""LineString""}";2;GUERIL42SSMON;LIAISON 90kV N0 2 GUERINIERE-ST-JEAN-DE-MONTS;MAINTENU PAR ET PROPRIETE RTE;;;;;;;;;;46.841515659624974, -2.0990445096501555
AERIEN;CROIXL61H.VIN;LIAISON 225kV N0 1 CROIX (LA) - HAUT-VINAGE;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;225kV;RTE;"{""coordinates"": [[3.1313906317, 50.7098590606], [3.1306567873, 50.7098334452]], ""type"": ""LineString""}";1;;;;;;;;;;;;;50.70984625290001, 3.1310237095
AERIEN;A.ADOL31LUSSA;LIAISON 63kV N0 1 AIRE/ADOUR-LUSSAGNET;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;63kV;RTE;"{""coordinates"": [[-0.2687504695, 43.7096211313], [-0.2685232548, 43.7118888488], [-0.2680522181, 43.7145543749], [-0.267740036, 43.7163505358], [-0.2674187455, 43.7181838805], [-0.2670204875, 43.7201704398], [-0.2659421241, 43.7226099849], [-0.2669279721, 43.7251732387], [-0.2672356268, 43.7274568096], [-0.2674203237, 43.7289901158], [-0.2680533276, 43.7310156651], [-0.2685298189, 43.7324657812], [-0.26907459, 43.7341308247], [-0.2696435463, 43.7358276647], [-0.270259657, 43.7377409297], [-0.2708842175, 43.7396129788], [-0.2714831071, 43.7414111774], [-0.2707723453, 43.7419080138], [-0.2693546744, 43.7428809826], [-0.2680587351, 43.7438340078], [-0.2657293508, 43.7454629034], [-0.2632627376, 43.7471948724], [-0.2611116892, 43.7487111917], [-0.2590559502, 43.7502659267], [-0.2565385653, 43.7521532896], [-0.2536006584, 43.7543955564], [-0.2515887612, 43.7559218476], [-0.2494851077, 43.7575174746], [-0.2469968222, 43.7594091321], [-0.2450188731, 43.7609036405], [-0.2431185577, 43.7623445503], [-0.2410726931, 43.763913991], [-0.2389851604, 43.7655414042], [-0.2374056688, 43.76676701], [-0.2344159633, 43.7690686151], [-0.2328135858, 43.7703056682], [-0.2299670148, 43.7725224506], [-0.2274152352, 43.774498975], [-0.2262345242, 43.7754151268], [-0.2249424429, 43.7764334592], [-0.2235116485, 43.7775148607]], ""type"": ""LineString""}";1;;;;;;;;;;;;;43.74732696165931, -0.25475060527891735
AERIEN;CAHORL31ZMEYM;LIAISON 63kV N0 1 CAHORS-LUZECH-MEYMES;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;63kV;RTE;"{""coordinates"": [[1.4192039891, 44.4439384305], [1.4158468247, 44.4410013731], [1.4122114967, 44.4419664521], [1.4095979475, 44.4426626054], [1.4077605872, 44.4431501519], [1.4051632892, 44.4438437312], [1.4018228209, 44.4447281436], [1.3990091284, 44.4454706338], [1.3954476593, 44.4464281413], [1.391684987, 44.4474276885], [1.389158308, 44.4481011689], [1.3855489129, 44.4490513793], [1.3830674606, 44.4497217864], [1.3816157595, 44.4501101724], [1.3769331651, 44.4513514029], [1.3755889323, 44.4516764359], [1.371402217, 44.4526653733], [1.3656783709, 44.4539879727], [1.3631626529, 44.4545656279], [1.356751453, 44.456038689], [1.3489681906, 44.457818663], [1.3423724106, 44.4593475995], [1.3394320073, 44.4600245613], [1.3379359398, 44.4603684426], [1.3359068231, 44.4608366804], [1.3314145405, 44.4618681757], [1.3299765735, 44.4621948545], [1.3281891943, 44.4626420559], [1.3234216144, 44.4637071201], [1.3162903539, 44.4653506111], [1.3141404775, 44.4658507828], [1.3110367243, 44.4667558859], [1.3088840114, 44.467391914], [1.3051780966, 44.4713040055], [1.3044675649, 44.4721457871], [1.3021703253, 44.4748603], [1.2998207816, 44.4776333703], [1.2974225852, 44.4804705041], [1.2948115695, 44.4835591059], [1.2935585133, 44.4850299106], [1.2845340261, 44.4837004299], [1.2830431546, 44.4834665831]], ""type"": ""LineString""}";1;;;;;;;;;;;;;44.4596450872268, 1.3491452675654931
AERIEN;BOUL5L31I.TET;LIAISON 63kV N0 1 BOULETERNERE-ILLE-SUR-TET;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;63kV;RTE;"{""coordinates"": [[2.5898692381, 42.6541097479], [2.5900624265, 42.6538005515]], ""type"": ""LineString""}";1;;;;;;;;;;;;;42.653955149699996, 2.5899658323
AERIEN;ROGNAL61RQROU;LIAISON 225kV N0 1 ROGNAC-ROQUEROUSSE;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;225kV;RTE;"{""coordinates"": [[5.2181689233, 43.5076352987], [5.2190927847, 43.5078734152]], ""type"": ""LineString""}";1;;;;;;;;;;;;;43.50775435695, 5.218630854000001
AERIEN;CHARPL72SSV.O;LIAISON 400kV N0 2 CHARPENAY - ST-VULBAS-OUEST;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;HORS TENSION;RTE;"{""coordinates"": [[5.0102740742, 45.8736164047], [5.0078757642, 45.8761758984]], ""type"": ""LineString""}";1;;;;;;;;;;;;;45.874896151550004, 5.0090749192
AERIEN;ARDOIL32MARCO;LIAISON 63kV N0 2 ARDOISE (L )-MARCOULE;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;63kV;RTE;"{""coordinates"": [[4.703367826, 44.0869985325], [4.7032400895, 44.0874987203], [4.7025331986, 44.0896791197], [4.7051904752, 44.0917840187], [4.7071993508, 44.0938331482], [4.7059610616, 44.0976128207], [4.7046642367, 44.0996081658], [4.703487048, 44.1006719911], [4.7019362124, 44.1020857087], [4.6999104869, 44.1041976201], [4.6979740818, 44.1062937878], [4.6956045016, 44.1087836352], [4.6945783896, 44.1112508993], [4.6943898926, 44.1138546051], [4.6942718254, 44.1161440368], [4.694162125, 44.1181667701], [4.6940327187, 44.120322247], [4.6938932328, 44.1226497494], [4.6937396518, 44.1255059269], [4.6935752349, 44.1283361672], [4.6935090285, 44.1297218447], [4.6934171069, 44.1311258878], [4.6932556775, 44.1339776607], [4.6931067391, 44.13669784], [4.6929279028, 44.1397173956], [4.6928519042, 44.1413246627], [4.6925256237, 44.1466971174], [4.6950973855, 44.1485416651], [4.6984017839, 44.1505413189], [4.7034687766, 44.1501800406], [4.7049064062, 44.1472543132], [4.7053199266, 44.1467410743]], ""type"": ""LineString""}";1;;;;;;;;;;;;;44.121703731098194, 4.69789226815088
AERIEN;CIEURL31LALBE;LIAISON 63kV N0 1 CIEURAC-LALBENQUE;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;63kV;RTE;"{""coordinates"": [[1.5305095284, 44.3561004851], [1.5307557497, 44.3562370111]], ""type"": ""LineString""}";1;;;;;;;;;;;;;44.3561687481, 1.53063263905
AERIEN;CALA5L71MARTY;LIAISON 400kV N0 1 CALAN - MARTYRE (LA);MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;400kV;RTE;"{""coordinates"": [[-4.1897421009, 48.4395610295], [-4.1907421909, 48.4426063654], [-4.1918700968, 48.4434249143]], ""type"": ""LineString""}";1;;;;;;;;;;;;;48.44166913365963, -4.190564569035856
AERIEN;ANCIZL31FADE5;LIAISON 63kV N0 1 ANCIZES (LES)-FADES (LES);MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;63kV;RTE;"{""coordinates"": [[2.8362188436, 45.9211547168], [2.8400861249, 45.9208430272], [2.8435522757, 45.9206668874], [2.8468854417, 45.9208181046], [2.8497871151, 45.921628151], [2.8504561652, 45.9240530376]], ""type"": ""LineString""}";2;QUEUIL31ZMTFE;LIAISON 63kV N0 1 ANCIZES (LES)-MONTFERMY-QUEUILLE;MAINTENU PAR ET PROPRIETE RTE;;;;;;;;;;45.92122128604672, 2.844140195288369
AERIEN;FORTAL31ZHENR;LIAISON 63kV N0 1 AUBIGNY-FORTAIE (LA)-HENRICHEMONT;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;63kV;RTE;"{""coordinates"": [[2.640210229, 47.4512113651], [2.6410734757, 47.4509242283]], ""type"": ""LineString""}";1;;;;;;;;;;;;;47.4510677967, 2.64064185235
AERIEN;CHAV6L31ESPAG;LIAISON 63kV N0 1  CHAVANOD-ESPAGNOUX;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;63kV;RTE;"{""coordinates"": [[6.099510093, 45.8998668832], [6.0988978994, 45.8997457647], [6.097219468, 45.8991411186], [6.0955373045, 45.8981012596], [6.0934786991, 45.8974123459], [6.0904011602, 45.8974261757], [6.0865305245, 45.8957701518]], ""type"": ""LineString""}";2;CHEV8L31M.LAN;LIAISON 63kV N0 1 CHEVENE - MONTAGNY-LES-LANCHES;MAINTENU PAR ET PROPRIETE RTE;;;;;;;;;;45.89776263570096, 6.093036109706457
AERIEN;BEDARL31RUFFE;LIAISON 63kV N0 1 BEDARIEUX - LA RUFFE;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;63kV;RTE;"{""coordinates"": [[3.178662376, 43.6850660525], [3.1784840586, 43.6854893784]], ""type"": ""LineString""}";1;;;;;;;;;;;;;43.68527771545, 3.1785732173000003
AERIEN;CHAFFL72G.ILE;LIAISON 400kV N0 2 CHAFFARD - GRANDE-ILE;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;400kV;RTE;"{""coordinates"": [[5.1243309105, 45.6631690606], [5.1233123815, 45.6624703388]], ""type"": ""LineString""}";1;;;;;;;;;;;;;45.662819699699995, 5.123821646
AERIEN;MUREAL32ZFLI5;LIAISON 63kV N0 2 MUREAUX  (LES) - PORCHEVILLE - DER FLINS;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;63kV;RTE;"{""coordinates"": [[1.8659773218, 48.9874269565], [1.8596872291, 48.986255362], [1.8548344681, 48.9853539074]], ""type"": ""LineString""}";2;MUREAL32PORCH;RES. LIAISON 63kV N0 2  MUREAUX (LES) - PORCHEVILLE;MAINTENU PAR ET PROPRIETE RTE;;;;;;;;;;48.98638977118983, 1.8604060178584785
AERIEN;JUSSEL31PUSY;LIAISON 63kV N0 1 JUSSEY-PUSY;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;63kV;RTE;"{""coordinates"": [[6.1628619708, 47.6524396905], [6.1632573082, 47.652377692]], ""type"": ""LineString""}";1;;;;;;;;;;;;;47.65240869125, 6.1630596395
AERIEN;ALBERL31T.SAV;LIAISON 63kV N0 1 ALBERTVILLE-TOURS EN SAVOIE;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;63kV;RTE;"{""coordinates"": [[6.4222679024, 45.6619765025], [6.4221550412, 45.6621956585]], ""type"": ""LineString""}";1;;;;;;;;;;;;;45.6620860805, 6.4222114718
AERIEN;COLO5L31S.DEN;LIAISON 63kV N0 1 COLOMIERS-SEPT-DENIERS;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;63kV;RTE;"{""coordinates"": [[1.3931837971, 43.6175021091], [1.3932164599, 43.6180182553]], ""type"": ""LineString""}";1;;;;;;;;;;;;;43.6177601822, 1.3932001285000002
AERIEN;COLO5L31FLAMB;LIAISON 63kV N0 1 COLOMIERS-FLAMBELLE (LA);MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;63kV;RTE;"{""coordinates"": [[1.3931837971, 43.6175021091], [1.393110654, 43.6176942726]], ""type"": ""LineString""}";1;;;;;;;;;;;;;43.61759819085, 1.39314722555
AERIEN;SSLAUL62ZSSL7;LIAISON 225kV N0 2 BELLE-EPINE - DOMLOUP - ST-LAURENT;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;225kV;RTE;"{""coordinates"": [[-1.6516766442, 48.1392775069], [-1.6516349117, 48.1396530212], [-1.6520094469, 48.1430101216], [-1.6512034648, 48.1396169066], [-1.6512779971, 48.1392978104]], ""type"": ""LineString""}";1;;;;;;;;;;;;;48.14114899885277, -1.6516893360222666
AERIEN;ARNAGL41P.GEN;LIAISON 90kV N0 1 ARNAGE-PONT-DE-GENNES;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;90kV;RTE;"{""coordinates"": [[0.3031560568, 48.0068963845], [0.3054700428, 48.0094679146], [0.3073984122, 48.0111932402]], ""type"": ""LineString""}";2;ARNAGL42ZY.EV;LIAISON 90kV N0 2 ARNAGE - BOURRAY(PAPETERIES) - PONT-DE-GENNES - YVRE L EVEQUE;MAINTENU PAR ET PROPRIETE RTE;;;;;;;;;;48.0091014841971, 0.3052207238241814
AERIEN;CHAZ5L31FEURS;LIAISON 63kV N0 1 CHAZELLES-FEURS;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;63kV;RTE;"{""coordinates"": [[4.3744356794, 45.6351835587], [4.3737893608, 45.635058154], [4.3713078656, 45.6354216305], [4.3688088611, 45.6366931522], [4.3654483053, 45.6383775423], [4.3615978298, 45.6403587542], [4.3583152587, 45.6434091724], [4.3542714621, 45.6472179005], [4.3507938047, 45.6504685956], [4.3493394582, 45.6518621861], [4.3469836254, 45.6537861551], [4.3434643071, 45.6566768383], [4.3407856268, 45.6588677904], [4.3391004361, 45.6602367509], [4.3360523574, 45.662727116], [4.3332666545, 45.6650164442], [4.3314021892, 45.6666025705], [4.328700012, 45.6698821253], [4.3259122175, 45.673252585], [4.3234414794, 45.6762464878], [4.31960019, 45.6808855487], [4.3188315386, 45.6830821299], [4.3180042583, 45.6854604509], [4.3173454257, 45.6873648502], [4.3162989036, 45.6903139935], [4.3141514617, 45.6926905491], [4.3114405978, 45.6957022584], [4.3091186822, 45.6982752691], [4.3073976311, 45.7001729812], [4.3049172132, 45.7009402496], [4.3012375713, 45.7020446122], [4.2979154977, 45.7030483864], [4.2939295417, 45.7042523665], [4.2903009205, 45.705355848], [4.28647794, 45.7065064143], [4.2825092401, 45.7076998734], [4.2783314553, 45.7089793314], [4.2743827616, 45.7101633324], [4.2705748398, 45.7113257768], [4.2664596846, 45.7125527702], [4.2634683247, 45.7134609118], [4.26104359, 45.7152603682], [4.2581198258, 45.7174535793], [4.255745813, 45.719232701], [4.2534243145, 45.7209597568], [4.251058893, 45.7227358381], [4.2490594007, 45.724212525], [4.2465609551, 45.7260882384], [4.244249498, 45.7278285165], [4.2420666562, 45.7294573991], [4.2394521463, 45.7314017846], [4.2369174812, 45.7323211668], [4.2365842716, 45.7322023451]], ""type"": ""LineString""}";1;;;;;;;;;;;;;45.68658373407953, 4.30755412944983
AERIEN;MUR  L31SSNI6;LIAISON 63kV N0 1 MUR (-DE-BRETAGNE)-ST-NICOLAS(DU PELEM);MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;63kV;RTE;"{""coordinates"": [[-2.9904199503, 48.2380151806], [-2.993083483, 48.2387234949], [-2.9959891296, 48.2396361521], [-3.0005985359, 48.2409832493], [-3.0051265355, 48.2422969265], [-3.0091129153, 48.2431790657], [-3.0138376128, 48.2442212213], [-3.0184274597, 48.2452224775], [-3.021769726, 48.2459497092], [-3.025300244, 48.246722334], [-3.0291213254, 48.2462460036], [-3.0329498443, 48.2457637983], [-3.0367148749, 48.2466767785], [-3.0407907088, 48.2476979905], [-3.0438421275, 48.2484523443], [-3.0466119585, 48.2491312009], [-3.0492291144, 48.2502802325], [-3.0519093974, 48.2514776868], [-3.0553268315, 48.252991851], [-3.0591006793, 48.2546626014], [-3.0617809276, 48.2571522429], [-3.0636956272, 48.2589163521], [-3.0661716892, 48.2612278288], [-3.0695395238, 48.2624600043], [-3.0733704343, 48.2638483259], [-3.0771242756, 48.2652202529], [-3.0792627402, 48.2666466764], [-3.081723052, 48.2682862488], [-3.0846651726, 48.2702361237], [-3.0882173953, 48.2726129188], [-3.0905030443, 48.2741378163], [-3.0927256565, 48.2756133103], [-3.0957667961, 48.2775854027], [-3.099462607, 48.2799696813], [-3.1025371671, 48.2819725105], [-3.1053450033, 48.2837713054], [-3.1084972827, 48.2858028427], [-3.1124386477, 48.2883421104], [-3.1154739246, 48.290295083], [-3.1190651806, 48.2926043347], [-3.121696949, 48.2942964867], [-3.1246876322, 48.296203548], [-3.1260951138, 48.2984310352], [-3.1283594207, 48.3020201949]], ""type"": ""LineString""}";1;;;;;;;;;;;;;48.262880110639585, -3.0628089966948635
AERIEN;DOMLOL72LOUIS;LIAISON 400kV N0 2 DOMLOUP - LOUISFERT (POSTE F);MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;400kV;RTE;"{""coordinates"": [[-1.5558957511, 48.085720818], [-1.5568050215, 48.0902525684], [-1.5562665852, 48.0914975935], [-1.5561021539, 48.0926411525]], ""type"": ""LineString""}";1;;;;;;;;;;;;;48.0891970908235, -1.5563587561750667
AERIEN;CHAP6L41MAME;LIAISON 90kV N0 1 CHAPEAU-MAME (LA);MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;90kV;RTE;"{""coordinates"": [[0.0429670068, 45.1838289189], [0.0412145306, 45.1829742311], [0.0392889413, 45.1831745418], [0.0355363343, 45.1835660359], [0.0321531343, 45.1839104398], [0.0292474786, 45.1842088612], [0.0261648685, 45.184529537], [0.0229093206, 45.1848644361], [0.0190129849, 45.1852694835], [0.0151038022, 45.1856759272], [0.0124351224, 45.1859478145], [0.0094977152, 45.1862421809], [0.0065295237, 45.1865627321], [0.0025962352, 45.1868202809], [-0.0002198142, 45.1870103841], [-0.0028137247, 45.1871920306], [-0.004893926, 45.1856898196], [-0.0063401295, 45.1846489424], [-0.0081127626, 45.1833775155], [-0.0101175991, 45.1819475301], [-0.0106104432, 45.1821792971]], ""type"": ""LineString""}";1;;;;;;;;;;;;;45.185013781728706, 0.01557991135632957
AERIEN;CORN6L31THILL;LIAISON 63kV N0 1 CORNIMONT-THILLOT (LE);MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;63kV;RTE;"{""coordinates"": [[6.8151896178, 47.9523717063], [6.8149912971, 47.9524094801], [6.8121956067, 47.9503684937], [6.808290229, 47.9475327686], [6.8068604381, 47.9464655127], [6.8073939067, 47.9442776761], [6.8080419296, 47.9416672393], [6.8086196556, 47.9393131302], [6.8092376133, 47.9368649677], [6.810348867, 47.9324779841], [6.806418839, 47.9297267557], [6.8035933073, 47.9276964662], [6.7988187714, 47.9243363225], [6.7966004234, 47.9227844811], [6.7946153931, 47.9213629529], [6.7914690425, 47.9191436779], [6.787979991, 47.9166659038], [6.7848632656, 47.914479745], [6.7793995254, 47.9106094465], [6.7779220707, 47.9095839477], [6.7763428708, 47.9084661924], [6.7714739881, 47.9050106956], [6.7700136654, 47.9039764388], [6.7663548125, 47.9002467451], [6.7644205551, 47.8981724044], [6.7630432377, 47.8968157027], [6.7594999584, 47.8931730355], [6.7582347545, 47.8918774285], [6.7575953366, 47.8912095212], [6.7550788095, 47.8886259301], [6.7530902889, 47.8866848013], [6.7529874553, 47.8866064544]], ""type"": ""LineString""}";1;;;;;;;;;;;;;47.91892939707645, 6.787967738817528
AERIEN;A.MERL31ZSSCY;LIAISON 63kV N0 1 ARGELES-SUR-MER-MAS-BRUNO-ST-CYPRIEN;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;63kV;RTE;"{""coordinates"": [[3.0072658733, 42.5499392584], [3.0075248101, 42.5498033827]], ""type"": ""LineString""}";1;;;;;;;;;;;;;42.54987132055, 3.0073953417
AERIEN;MIONSL61SSV.E;LIAISON 225kV N0 1 MIONS-ST-VULBAS-EST;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;225kV;RTE;"{""coordinates"": [[5.0110718402, 45.7085311037], [5.0147496593, 45.712398746], [5.0184090455, 45.7161938094], [5.0221217938, 45.7200712099], [5.0255219668, 45.7236166251], [5.0289556445, 45.7273123778], [5.0327957682, 45.7311351054], [5.032625276, 45.7350541315], [5.0324751682, 45.7388124351], [5.0323385501, 45.7423741741], [5.0321789464, 45.746569301], [5.0319913362, 45.7512431045], [5.0317969191, 45.7559098715], [5.0316343798, 45.7601779899], [5.0316614218, 45.7618742967], [5.031664702, 45.7620829724], [5.0316468018, 45.7639224988], [5.0316480074, 45.7660469289], [5.0316441844, 45.7682524973], [5.0315250201, 45.7715167628], [5.0313757936, 45.7752966616], [5.0311963197, 45.7795885991]], ""type"": ""LineString""}";2;GENASL31MEYZI;LIAISON 63kV N0 1 GENAS-MEYZIEU;MAINTENU PAR ET PROPRIETE RTE;;;;;;;;;;45.74141949915565, 5.02799556921816
AERIEN;SELONL31VALE6;LIAISON 63kV N0 1 SELONCOURT-VALENTIGNEY;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;63kV;RTE;"{""coordinates"": [[6.8632950244, 47.4664660775], [6.863436008, 47.4662099162], [6.8642047258, 47.4654625092], [6.8649273111, 47.4647571734], [6.8657623275, 47.4639524726], [6.8669066464, 47.4628311338], [6.8681074872, 47.4616845047], [6.8687292127, 47.4607427973], [6.8692900066, 47.4599345624], [6.870185711, 47.4586115455], [6.8709921463, 47.4576167287], [6.8717398024, 47.4567104319], [6.8719368586, 47.455650276], [6.8722089944, 47.4543253525], [6.8674386032, 47.4545084385], [6.8646342479, 47.4545907578], [6.8611281603, 47.454672054], [6.8579695654, 47.4541180017], [6.8523611403, 47.4531448997], [6.8497622583, 47.4531273089], [6.8468898623, 47.4531141885], [6.843787415, 47.4528562411], [6.8409626018, 47.4526169628], [6.8371096605, 47.4523061381], [6.836743875, 47.4522073759]], ""type"": ""LineString""}";1;;;;;;;;;;;;;47.45577406452241, 6.858653172201829
AERIEN;CORBIL41MAZE;LIAISON 90kV N0 1 CORBIERE (LA)-MAZE;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;90kV;RTE;"{""coordinates"": [[-0.4775736111, 47.4868517724], [-0.476089684, 47.4880295279]], ""type"": ""LineString""}";2;CORBIL41TRELA;LIAISON 90kV N0 1 CORBIERE (LA)-TRELAZE;MAINTENU PAR ET PROPRIETE RTE;;;;;;;;;;47.48744065015, -0.47683164755
AERIEN;ARPENL62ZRIC6;LIAISON 225kV N0 2 ARPENTS (LES) - MEZEROLLES - RICHEBOURG;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;225kV;RTE;"{""coordinates"": [[1.5237890315, 48.8012321954], [1.5237899747, 48.8012327405]], ""type"": ""LineString""}";1;;;;;;;;;;;;;48.80123246795, 1.5237895031000002
